ratings,working_dates,review_headlines,review_links,author_job_titles,review_pros,review_cons
5.0,"Current Employee, less than 1 year",Great remote position,/Reviews/Employee-Review-Accenture-RVW63280289.htm,"Apr 26, 2022 - Recruiting Senior Analyst","Flexible schedule, good team working environment, able to influence clients to make changes in HR and staffing procedures",Regular required tech trainings with exams
4.0,"Current Employee, less than 1 year",Great if you get a project that aligns with your aspirations,/Reviews/Employee-Review-Accenture-RVW61820557.htm,"Mar 26, 2022 - Associate Software Engineer","Great benefits (both the Vision and Dental get a lot of comments on how good the insurance is)
Lots of opportunities to learn
Work from home (at least for now)
Great if you end up in the role that you were hired for and actually wanted - I did and I am happy! Others not so much.
401k match 6% dollar for dollar once you've reach the year and then the start date (January and maybe other time in the year?)
15% off Accenture Stock (ESPP)","People get hired for a specific role, but what they don't tell you is that you have to apply internally and may end up in some other role
Recruiters tell you what you want to hear about salary but realize when they say the next level is X amount - that means people being hired at that upper level start at that amount and that isn't what you will be making when you level up...
No 401k match until January after my start date even though I was told it would be at the 1 year anniversary date."
5.0,Current Employee,Good to join,/Reviews/Employee-Review-Accenture-RVW63300294.htm,"Apr 26, 2022 - Security Analyst",none,none
5.0,"Former Employee, more than 10 years","Great Career, Until Cuts Come",/Reviews/Employee-Review-Accenture-RVW37346661.htm,"Oct 19, 2020 - Managing Director","Highly competitive environment , talented people, well run business, financial strength of the company, good pay","Demanding work schedule, heavy travel, bureaucracy, massiveness of the company"
5.0,"Current Employee, less than 1 year",Contingent worker,/Reviews/Employee-Review-Accenture-RVW63233845.htm,"Apr 25, 2022 - Content Moderator",Super easy job with free food.,Super repetitive! Not much opportunity for growth.
5.0,"Current Employee, less than 1 year",Marketing specialist,/Reviews/Employee-Review-Accenture-RVW63268886.htm,"Apr 25, 2022 - Marketing Specialist",none,none
5.0,"Current Employee, less than 1 year",Great remote position,/Reviews/Employee-Review-Accenture-RVW63280289.htm,"Apr 26, 2022 - Recruiting Senior Analyst","Flexible schedule, good team working environment, able to influence clients to make changes in HR and staffing procedures",Regular required tech trainings with exams
5.0,"Former Employee, more than 5 years",Great company to work for to advance in your career,/Reviews/Employee-Review-Accenture-RVW63285673.htm,"Apr 26, 2022 - IT Analyst",If you apply yourself you can advance up to manager and the sky is the limit.,There can be a lot of travel involved so it can sometimes be hard to have a good work life balance. There are positions where travel is not as much so take time to consider how important it is to be home with family.
5.0,"Current Employee, less than 1 year",Great Company,/Reviews/Employee-Review-Accenture-RVW63154391.htm,"Apr 22, 2022 - Analyst",I love working here the people are great and I can see my growth in the company,I wish there was more support given to analyst when it comes to staffing
5.0,"Current Employee, more than 8 years",Accenture,/Reviews/Employee-Review-Accenture-RVW63155192.htm,"Apr 22, 2022 - Managing Director",none,none
5.0,"Current Employee, more than 8 years",Great Place To Work,/Reviews/Employee-Review-Accenture-RVW63170163.htm,"Apr 23, 2022 - Human Resources",none,none
5.0,"Current Employee, more than 10 years",Fair pay,/Reviews/Employee-Review-Accenture-RVW63099820.htm,"Apr 21, 2022 - Senior Manager",none,none
5.0,Current Employee,Good,/Reviews/Employee-Review-Accenture-RVW63109731.htm,"Apr 21, 2022 - Accenture Senior Analyst",none,none
5.0,"Current Employee, more than 1 year",Be Yourself and Grow,/Reviews/Employee-Review-Accenture-RVW63036050.htm,"Apr 20, 2022 - Consulting Analyst",none,none
5.0,Current Employee,Great consulting company,/Reviews/Employee-Review-Accenture-RVW63040024.htm,"Apr 20, 2022 - Senior Software Engineer",none,none
5.0,"Former Employee, more than 5 years",Accenture work,/Reviews/Employee-Review-Accenture-RVW63047649.htm,"Apr 20, 2022 - Team Leader",none,none
5.0,"Current Employee, less than 1 year",Great company,/Reviews/Employee-Review-Accenture-RVW63058026.htm,"Apr 20, 2022 - Management Consulting Analyst",There is a lot of room to grow and explore your interests with each project you join. Management is really interested in helping you grow and develop your skills.,I wish Accenture put more effort into helping teams in remote projects develop relationships. Monthly lunches should be encouraged in projects especially if they're remote and team members rarely speak to each other besides giving work updates.
5.0,"Current Employee, more than 3 years",Good culture,/Reviews/Employee-Review-Accenture-RVW63059541.htm,"Apr 20, 2022 - Consultant",none,none
5.0,"Current Employee, more than 3 years",Great company,/Reviews/Employee-Review-Accenture-RVW63063365.htm,"Apr 20, 2022 - Consultant","great salary, get to try a lot of things","long hours, can be a lack of company culture from being so large"
5.0,"Current Employee, less than 1 year","Great Company, Great People",/Reviews/Employee-Review-Accenture-RVW63086099.htm,"Apr 21, 2022 - Senior Analyst",Culture-empathic leadership and a bunch of high achievers.,"It's a very large company so getting lost in it is possible, especially for early career people."
5.0,"Former Employee, more than 5 years",Good Company,/Reviews/Employee-Review-Accenture-RVW62869067.htm,"Apr 16, 2022 - Tech Arch","There are lots of options for choosing career paths within the company.
Good management.","Lots of employees, you could end up being just a number if you don't speak up or/and apply yourself. You have to take initiative in order to move up."
5.0,"Current Employee, more than 1 year","Great benefits, flexible and life balance",/Reviews/Employee-Review-Accenture-RVW62947525.htm,"Apr 18, 2022 - Business and Technology Consultant",none,none
5.0,"Current Employee, more than 3 years",Wonderful place to work and grow,/Reviews/Employee-Review-Accenture-RVW62827210.htm,"Apr 15, 2022 - Consultant","Learning opportunities
Pay
Support and benefits","like any consulting job, can be stressful when selling projects."
5.0,"Current Employee, more than 5 years",Review,/Reviews/Employee-Review-Accenture-RVW62885188.htm,"Apr 17, 2022 - Applications Development Manager",none,none
5.0,"Current Employee, more than 1 year",Great place to work,/Reviews/Employee-Review-Accenture-RVW62891315.htm,"Apr 17, 2022 - Software Engineer",This company will allow you to learn and help you grow. They will recognize and reward your efforts & talents. The work life balance is great and the culture here is even better!,"Can't think of any , it's the best company I've worked for"
5.0,"Current Employee, more than 8 years",Great company,/Reviews/Employee-Review-Accenture-RVW62844254.htm,"Apr 15, 2022 - Manager",none,none
5.0,"Current Employee, more than 3 years",Manager,/Reviews/Employee-Review-Accenture-RVW62640454.htm,"Apr 11, 2022 - Anonymous Employee",none,none
5.0,"Current Employee, more than 5 years",Good place to work,/Reviews/Employee-Review-Accenture-RVW62802708.htm,"Apr 14, 2022 - Customer Service Representative","Been here for 5 years, always feel appreciated.",Schedule changing is a hastle.
5.0,"Current Employee, more than 3 years",Great Company,/Reviews/Employee-Review-Accenture-RVW62602303.htm,"Apr 11, 2022 - Infra Tech Support Senior Analyst","Healthcare
401k
Stock
Maternity/Paternity leave 
Growth
Budget for school/certifications","Contract work
The Talent Fulfillment Specialist do not assist with helping you find new projects 
Toxic managers are just moved to new projects instead of being correctly handled"
5.0,"Current Employee, more than 1 year",Great place to work,/Reviews/Employee-Review-Accenture-RVW62735849.htm,"Apr 13, 2022 - Tech arch delivery analyst",none,none
5.0,"Current Employee, more than 1 year",Experience at Accenture,/Reviews/Employee-Review-Accenture-RVW62740216.htm,"Apr 13, 2022 - Anonymous Employee",none,none
5.0,"Current Employee, more than 3 years",Good work,/Reviews/Employee-Review-Accenture-RVW62753482.htm,"Apr 13, 2022 - Management Consulting Analyst",Good work but very boring,Management is very up and out
5.0,Current Employee,Great company,/Reviews/Employee-Review-Accenture-RVW62758981.htm,"Apr 13, 2022 - Technology Strategy and Advisory",none,none
5.0,"Current Employee, more than 3 years",Great career flexibility,/Reviews/Employee-Review-Accenture-RVW62720975.htm,"Apr 13, 2022 - Security Consultant","The company has a very strong culture and acceptance of trying new things and leveraging your past experience to shift, if you so wish. Great technologies and spaces to be involved in and at mid to higher levels there is always ample room to find a niche to grow and own.",WLB can suffer as your progress; learn to say no and be effective at growing out of your current role
4.0,"Current Employee, more than 1 year",Health benefits need to be improvised,/Reviews/Employee-Review-Accenture-RVW63298968.htm,"Apr 26, 2022 - SAP Basis Consultant",none,none
4.0,"Current Employee, less than 1 year",Good on paper,/Reviews/Employee-Review-Accenture-RVW63247676.htm,"Apr 25, 2022 - Apprentice","Great resources
Good inclusion
Great morals
A lot to learn and grow","Lots of travel
You get pigeonholed in an area pretty quickly and it can be hard to get out of the sector if you dont like it."
3.0,"Current Employee, more than 1 year","Learning opportunities, competitive pay, networking, depends on the person",/Reviews/Employee-Review-Accenture-RVW63239805.htm,"Apr 25, 2022 - Technical Analyst","Competitive pay and benefits and time off
Lots of learning opportunities
Lots of potential for skills growth
Lots of opportunities to meet people and network
Lots of different projects to work on
Lots of internal initiatives and clubs and volunteering opportunities","Your experience will depend a lot on your project and where you work.
Culture is very corporate, they want extroverted, career hungry people, so if you are looking for something more relaxed this may be a conflict, though it does depend on your role / supervisors. Its important to never stop learning and never get complacent, this is advice for anywhere though. 
Not a lot of job security if you are not in management. 
Easy to get pigeon holed into one role / technology."
5.0,"Current Employee, less than 1 year",TDP Analyst Review,/Reviews/Employee-Review-Accenture-RVW62574680.htm,"Apr 10, 2022 - Security Analyst",none,none
5.0,"Current Employee, more than 3 years",I’m happy but consulting is not for everyone,/Reviews/Employee-Review-Accenture-RVW62574683.htm,"Apr 10, 2022 - Consultant",Good money can work anywhere,Consulting is consulting not everyone loves it.
5.0,"Current Employee, more than 3 years",Accenture work,/Reviews/Employee-Review-Accenture-RVW62575459.htm,"Apr 10, 2022 - Bus",none,none
5.0,"Current Employee, more than 3 years",Business Development Consultant,/Reviews/Employee-Review-Accenture-RVW62593405.htm,"Apr 11, 2022 - Business Development Consultant",none,none
3.0,"Current Employee, more than 5 years",Great corp,/Reviews/Employee-Review-Accenture-RVW63180232.htm,"Apr 23, 2022 - Senior Manager IT",Avg salary and benefits for consultants,Have to from your own assignment
5.0,"Current Employee, more than 3 years",Great place to work and grow!,/Reviews/Employee-Review-Accenture-RVW62526926.htm,"Apr 9, 2022 - Anonymous Employee",Your opinions are valued as long as you present them properly,Parts of the organization can move slow with how big it is
4.0,"Current Employee, more than 8 years",Good Company,/Reviews/Employee-Review-Accenture-RVW63139530.htm,"Apr 22, 2022 - Senior Manager",none,none
4.0,"Current Employee, less than 1 year",Nice place to work,/Reviews/Employee-Review-Accenture-RVW63147581.htm,"Apr 22, 2022 - .NET Developer",none,none
5.0,"Current Employee, more than 5 years",Great place to work,/Reviews/Employee-Review-Accenture-RVW62438157.htm,"Apr 7, 2022 - Specialist","Constant guidance from leads and leadership to help you grow in your career. 
Ability to move around to work in different organizations in the company. 
Great, inspiring, family oriented and open-minded people work here.","Depending on the organization umbrella you are in, it can be hard to advance to the next level"
4.0,"Former Employee, more than 1 year",Work satisfaction depends on the client,/Reviews/Employee-Review-Accenture-RVW63109384.htm,"Apr 21, 2022 - Customer Services Representative",Company perks from the client you work for,Pay was OK. Accenture should pay their workers more considering they have TOP SHELF clients.
3.0,"Former Employee, less than 1 year",Different,/Reviews/Employee-Review-Accenture-RVW63103734.htm,"Apr 21, 2022 - Business Development Representative","Work from home, training, part of a community, work-life balance","unorganized, expectations change literally from day to day, old leads worked by multiple people, some leads were already clients"
5.0,"Current Employee, more than 8 years",Great company to work,/Reviews/Employee-Review-Accenture-RVW62402669.htm,"Apr 6, 2022 - Senior Software Engineer","Benefits Work culture Diversity People Espp and health insurance.
Benefits Work culture Diversity People Espp and health insurance.
Benefits Work culture Diversity People Espp and health insurance.
Benefits Work culture Diversity People Espp and health insurance",Won't sponsor greencard for foreign nationals.
5.0,"Current Employee, more than 10 years",Great place to work,/Reviews/Employee-Review-Accenture-RVW62404726.htm,"Apr 6, 2022 - Sales",none,none
3.0,"Current Employee, more than 5 years",good employer,/Reviews/Employee-Review-Accenture-RVW63054654.htm,"Apr 20, 2022 - Sr Consultant",none,none
5.0,Current Employee,Great Place!,/Reviews/Employee-Review-Accenture-RVW62307071.htm,"Apr 5, 2022 - Design Ops Manager",none,none
5.0,"Current Employee, more than 1 year",Love It,/Reviews/Employee-Review-Accenture-RVW62311803.htm,"Apr 5, 2022 - Software Engineering Associate",none,none
5.0,Current Employee,Lots of opportunities,/Reviews/Employee-Review-Accenture-RVW62319396.htm,"Apr 5, 2022 - Senior Analyst",none,none
4.0,Current Employee,Industry Leader in Tech Consulting,/Reviews/Employee-Review-Accenture-RVW62981378.htm,"Apr 19, 2022 - Consultant",none,none
4.0,"Current Employee, more than 1 year",Good Oportunities,/Reviews/Employee-Review-Accenture-RVW62987088.htm,"Apr 19, 2022 - Reporting Analyst",none,none
4.0,"Current Employee, more than 5 years",Great place to work!,/Reviews/Employee-Review-Accenture-RVW62993111.htm,"Apr 19, 2022 - Social Media Manager",none,none
4.0,"Current Employee, less than 1 year",Great Company,/Reviews/Employee-Review-Accenture-RVW62995821.htm,"Apr 19, 2022 - Analyst","- good work / life balance
- high pay for entry level job 
- enjoy the work environment / company culture",-analyst tasks are quite boring but still learning a lot
4.0,"Current Employee, more than 8 years",Heart is in the right place,/Reviews/Employee-Review-Accenture-RVW63028788.htm,"Apr 20, 2022 - Digital Strategy Senior Manager","Despite many career ups and downs, I mostly love the people and culture at Accenture. They a progressive company that sets strong I&D goals and strives to create a great place to work. Part of consulting is constantly learning, developing new skills and getting new experiences. Work life balance is somewhat prioritized. I never work on vacations, but there are definitely grinding weeks. I think Accenture is always striving to be the best that they can be, even if they don't always get it right.","It's a huge company and sometimes it's easy to feel a little lost, especially when your network leaves to go elsewhere. There are times when it gets exhausting to be constantly needing to become an expert in a new thing, whether you have any interest in it or not. There are always difficult clients and while leadership will mostly have your back when working with a difficult or unreasonable client, they will often side with the client to maintain good relationships."
5.0,"Current Employee, more than 1 year",Great place to work,/Reviews/Employee-Review-Accenture-RVW62258582.htm,"Apr 4, 2022 - Senior Analyst",none,none
4.0,Current Employee,Good Entry-Level,/Reviews/Employee-Review-Accenture-RVW62934633.htm,"Apr 18, 2022 - Senior Analyst",none,none
4.0,Current Employee,Overall positive,/Reviews/Employee-Review-Accenture-RVW62938538.htm,"Apr 18, 2022 - Security Consultant",none,none
4.0,"Former Employee, more than 1 year",Typical Traveling Consultant Lifestyle,/Reviews/Employee-Review-Accenture-RVW62966613.htm,"Apr 19, 2022 - Anonymous Employee",none,none
3.0,Current Employee,Bid manager,/Reviews/Employee-Review-Accenture-RVW62938311.htm,"Apr 18, 2022 - Bid Manager",none,none
5.0,"Current Employee, more than 5 years",Application Development Senior Analyst,/Reviews/Employee-Review-Accenture-RVW62201348.htm,"Apr 3, 2022 - Applications Development Senior Analyst",none,none
5.0,"Current Employee, less than 1 year",Company Culture,/Reviews/Employee-Review-Accenture-RVW62239335.htm,"Apr 4, 2022 - Fronted Developer",none,none
4.0,Current Employee,"Great opportunities, little standardization",/Reviews/Employee-Review-Accenture-RVW62894920.htm,"Apr 17, 2022 - Management Consultant","near infinite industry/function/tech opportunities. massive client network. friendly and intelligent co-workers, great work-life balance.","Experience will be different per project due to little standardization/formal Accenture methodologies and best practices being applied on projects, despite many already defined. At the mercy of the project lead."
4.0,"Current Employee, more than 3 years","Good benefits, uncompetitive pay",/Reviews/Employee-Review-Accenture-RVW62901904.htm,"Apr 18, 2022 - Management Consultant",Good benefits and lateral mobility.,Extremely uncompetitive pay and ineffective leadership.
3.0,"Current Employee, more than 5 years",Decent,/Reviews/Employee-Review-Accenture-RVW62895688.htm,"Apr 17, 2022 - Software Engineer",none,none
3.0,"Current Employee, less than 1 year",Not interesting - salary based with tremendous non-paid overtime hours,/Reviews/Employee-Review-Accenture-RVW62871740.htm,"Apr 16, 2022 - Senior Data Scientist","- Good for first experience as you work with different technologies, often times in cross-functinal meetings and such","- The amount of itme and energy spent is never paid back in any form.
- salary is not inetersting along with bonuses
- very dry workspace 
- micromanaging was the key in our team
- terrible work/life balance"
3.0,"Current Employee, more than 8 years",Good organization to work,/Reviews/Employee-Review-Accenture-RVW62879125.htm,"Apr 17, 2022 - Sr Manager Software Engineering","Balanced Work Life
Strong Leadership",Benefits / compensation are below par
5.0,"Current Employee, more than 3 years",All good!,/Reviews/Employee-Review-Accenture-RVW62141027.htm,"Apr 1, 2022 - Management Consultant",none,none
4.0,Current Employee,Good WLB,/Reviews/Employee-Review-Accenture-RVW62840084.htm,"Apr 15, 2022 - Software Engineer",none,none
5.0,"Current Employee, more than 1 year",I Have Found My Home,/Reviews/Employee-Review-Accenture-RVW61881919.htm,"Mar 28, 2022 - Manufacturing and Supply Chain","- Great pay
- Good benefits
- Terrific promotional opportunities
- You are rewarded based on merit and performance
- Company cares about its employees
- Best company I have ever worked for during my 20+ year career",None really; Accenture is a services provider so you have to keep your clients happy.
4.0,Current Employee,Great Place For Career Development,/Reviews/Employee-Review-Accenture-RVW62815198.htm,"Apr 14, 2022 - Senior Manager - Strategy","Work in a variety of industries and clients
High level of exposure to senior client leadership in a short time frame",New org model was too confusing
5.0,"Current Employee, less than 1 year",Great Teams at Interactive,/Reviews/Employee-Review-Accenture-RVW62027559.htm,"Mar 30, 2022 - Product Engineering Manager",none,none
5.0,Current Employee,Love it,/Reviews/Employee-Review-Accenture-RVW62037400.htm,"Mar 30, 2022 - Marketing Transformation Consultant",none,none
5.0,"Current Employee, more than 5 years",Great Place,/Reviews/Employee-Review-Accenture-RVW62041452.htm,"Mar 30, 2022 - Manager",none,none
5.0,Current Employee,Very nice,/Reviews/Employee-Review-Accenture-RVW62048809.htm,"Mar 30, 2022 - Front End Developer",none,none
5.0,"Current Employee, more than 3 years",Great place to work,/Reviews/Employee-Review-Accenture-RVW62067656.htm,"Mar 31, 2022 - Senior Manager","Invest in their people and keep making it feel like a small company even though there are 700,000 employees.",Some clients can be difficult making work life balance difficult but the company does a good job trying to mitigate that
4.0,Current Employee,N/A,/Reviews/Employee-Review-Accenture-RVW62754319.htm,"Apr 13, 2022 - Technology Consultant",none,none
3.0,"Current Employee, more than 5 years",Great place to work if you like a fast pace and can tolerate unethical managers,/Reviews/Employee-Review-Accenture-RVW62744005.htm,"Apr 13, 2022 - Digital Marketing Consultant","Great pay
Great stock benefits
Great 401K matching
Great training options
Awesome portability - can always work from home
You can decide how much or how little you want to travel
Decent work/life balance if you set your own personal boundaries (also depends on your manager)","Senior leadership is incentivized by the amount of sales they make. Accenture's prices are HIGH compared to other consulting firms, so senior management often sells very intense scopes of work on very short timelines and with understaffed teams to be competitive with other options and sell their work. You get stuck on an over-worked team. They also use you for your low rate if you show you can perform at a higher level - AKA if you're a consultant that can manage project delivery, they'll use you to do it - but you won't get paid for it or won't get promoted. Or even worse and in my case, you sell work, and you don't get the commission - the leaders who did nothing get the commission. The promotion process is also very intense and you have to do a lot to stand out to leadership at such a big, fragmented company. You also get very minimal PTO and holidays and have to use your PTO when you're sick - no sick days. The main skills you learn are how to deal with ambiguity, how to communicate, how to build great power points, and how to use critical thinking skills. You rarely get depth of knowledge in a field, making it difficult to exit. Accenture is a big ""talk the talk but doesn't walk the walk"" company when it comes to its values. It's great in theory but everything depends on upper leadership - and upper leadership cannot receive upward feedback that feeds into their evaluations."
5.0,Current Employee,Great place to start your career,/Reviews/Employee-Review-Accenture-RVW61975199.htm,"Mar 29, 2022 - Consultant","- talented colleagues
- great benefits (401k matching, PTO, etc.)
- can find interesting work if you network and work hard
- growth and learning opportunities","- hours can be long, though this is dependent on project/practice
- the firm will staff you based on market needs, not your preferences, so it can take time to build the network and brand you need to move to work you'd rather be doing"
5.0,"Current Employee, less than 1 year",So far so good,/Reviews/Employee-Review-Accenture-RVW62002296.htm,"Mar 30, 2022 - Apprentice",none,none
4.0,"Current Employee, more than 1 year",Analyst,/Reviews/Employee-Review-Accenture-RVW62700487.htm,"Apr 12, 2022 - Manager",The experience is great and looks good on resume.,Pay is not as great as competitors.
2.0,"Former Employee, less than 1 year",Software Engineer at Accenture,/Reviews/Employee-Review-Accenture-RVW62760394.htm,"Apr 13, 2022 - Software Engineer",none,none
3.0,"Current Employee, more than 1 year","Pay is competitive, internal staffing process is horrible",/Reviews/Employee-Review-Accenture-RVW62671590.htm,"Apr 12, 2022 - Senior Consulting Analyst","Great people, I work with a lot of very intelligent folks and haven't yet had a project where I didn't like my internal team.",The staffing process for projects sucks. Very little internal support for staffing and the onus is on the individual to be constantly interviewing for new roles while still staffed on projects.
3.0,"Former Employee, more than 3 years",Change in management leads to toxic work environment,/Reviews/Employee-Review-Accenture-RVW62687058.htm,"Apr 12, 2022 - Applications Test Engineer",It was a great place to work until the change of management.,After change of management. A lot of jobs were moved to India (pre-covid) and the work environment quickly became toxic. They also removed many of the benefits.
5.0,"Current Employee, more than 10 years",Good company,/Reviews/Employee-Review-Accenture-RVW61900926.htm,"Mar 28, 2022 - Senior Project Manager",none,none
5.0,"Current Employee, more than 3 years",Level 8,/Reviews/Employee-Review-Accenture-RVW61906137.htm,"Mar 28, 2022 - Associate Manager",none,none
5.0,Current Employee,Great for fresh out of college,/Reviews/Employee-Review-Accenture-RVW61933871.htm,"Mar 29, 2022 - Accenture Analyst","It's a great place to come out of college to learn about various industries, functionalities, technologies, and practices in order to decide what you want to align to",It is so big of a company that it may be hard to navigate. It forces you to be proactive
4.0,"Current Employee, more than 8 years",Great Place to work,/Reviews/Employee-Review-Accenture-RVW62614671.htm,"Apr 11, 2022 - Middleware Administrator","Nice Benefits
Good Leave policy
Nice Pay
Opportunity to learn new skills
Focus on Trainings",Management sometime does not value the resources
4.0,Current Employee,Good place,/Reviews/Employee-Review-Accenture-RVW62614921.htm,"Apr 11, 2022 - Fraud Agent",none,none
4.0,Current Employee,.,/Reviews/Employee-Review-Accenture-RVW62657020.htm,"Apr 12, 2022 - Graduate",none,none
3.0,"Current Employee, more than 5 years",Great,/Reviews/Employee-Review-Accenture-RVW62629616.htm,"Apr 11, 2022 - Project Manager",none,none
3.0,Current Employee,Unethical,/Reviews/Employee-Review-Accenture-RVW62636511.htm,"Apr 11, 2022 - Information Technology Manager II",none,none
5.0,"Current Employee, less than 1 year",Great Company,/Reviews/Employee-Review-Accenture-RVW61812631.htm,"Mar 26, 2022 - Senior Treasury Analyst",none,none
4.0,"Current Employee, less than 1 year",It could be better,/Reviews/Employee-Review-Accenture-RVW62535299.htm,"Apr 9, 2022 - Associate Software Engineer",none,none
5.0,"Current Employee, less than 1 year",Great company,/Reviews/Employee-Review-Accenture-RVW61787303.htm,"Mar 25, 2022 - Location Analyst",none,none
5.0,"Current Employee, less than 1 year",check,/Reviews/Employee-Review-Accenture-RVW61793224.htm,"Mar 25, 2022 - Anonymous Employee",none,none
4.0,"Current Employee, more than 1 year",Great Company and Culture,/Reviews/Employee-Review-Accenture-RVW62495961.htm,"Apr 8, 2022 - Salesforce Business Analyst","- Great Pay and benefits
- Benefits are competitive
- Values and promotes employees from all backgrounds
- Keen focus on promoting its social responsibility
- Work from home culture","- Hard to navigate a company of such massive structure if you are new or fairly new
-"
4.0,"Current Employee, more than 3 years",Good work place!,/Reviews/Employee-Review-Accenture-RVW62501543.htm,"Apr 8, 2022 - Software Engineer Specialist",none,none
4.0,Current Employee,feels like the government,/Reviews/Employee-Review-Accenture-RVW62521108.htm,"Apr 9, 2022 - Senior Consultant",none,none
4.0,"Current Employee, more than 1 year","Good people, too much work",/Reviews/Employee-Review-Accenture-RVW62436473.htm,"Apr 7, 2022 - PROJECT DELIVERY SENIOR ANALYST",none,none
4.0,"Current Employee, more than 3 years",Accenture Corporate Functions Review,/Reviews/Employee-Review-Accenture-RVW62454505.htm,"Apr 7, 2022 - Employee Engagement Specialist",none,none
4.0,"Current Employee, more than 1 year",Great Service Company and Great Opportunities,/Reviews/Employee-Review-Accenture-RVW62456907.htm,"Apr 7, 2022 - Software Engineering Team Lead","-Lots of opportunities to grow 
-Good competition and Rewards Plans
- Better place when compared with other services companies
- Few Great people","- Some managers don’t know how to manage the projects and handle the challenges with the resources. 
- Management don’t care about worklife balance. They want resource to work 24x7 and immediately available on one text message.
-"
4.0,Current Employee,Good Company,/Reviews/Employee-Review-Accenture-RVW62487162.htm,"Apr 8, 2022 - Project Manager",none,none
3.0,"Former Employee, more than 1 year",Content Moderator,/Reviews/Employee-Review-Accenture-RVW62448040.htm,"Apr 7, 2022 - Contente Moderator",none,none
3.0,"Former Employee, more than 10 years",Good teams,/Reviews/Employee-Review-Accenture-RVW62467981.htm,"Apr 7, 2022 - Consultant",Good benefits and team members.,Beware of your role being eliminated in the US and sent offshore if you're not in a client facing position.
5.0,"Current Employee, more than 1 year",Good company,/Reviews/Employee-Review-Accenture-RVW61650592.htm,"Mar 23, 2022 - Senior Manager",none,none
4.0,Current Employee,Consulting,/Reviews/Employee-Review-Accenture-RVW62394391.htm,"Apr 6, 2022 - Management Consultant",none,none
4.0,"Current Employee, less than 1 year",Good company so far,/Reviews/Employee-Review-Accenture-RVW62397956.htm,"Apr 6, 2022 - Sales Development Representative (SDR)",17 PTO days. Work from home. Pay is competitive. They don't skimp on training. Quarterly and monthly bonuses.,"Management seems to have their favorites, so moving up in the company isn't as easy as they make it seem. Too many daily changes to the way things are to be done. Going through a merger right now, so there are a lot of challenges during the transition. They expect the same production even with all the moving parts of the merger and training."
4.0,"Current Employee, less than 1 year","Good company, but needs more promotions",/Reviews/Employee-Review-Accenture-RVW62397905.htm,"Apr 6, 2022 - Software Engineer",none,none
3.0,"Former Employee, more than 8 years",OK place,/Reviews/Employee-Review-Accenture-RVW62381383.htm,"Apr 6, 2022 - Senior Manager","good people, good learning opportunities",lots and lots of work hours
5.0,"Former Employee, more than 3 years",Exceptional Organization,/Reviews/Employee-Review-Accenture-RVW61581571.htm,"Mar 22, 2022 - Manager","- Exceptional talent
- Innovative Culture","- Large organization, but not necessarily a negative for me"
4.0,"Current Employee, more than 5 years","Employee experience differs wildly by role, project",/Reviews/Employee-Review-Accenture-RVW62316216.htm,"Apr 5, 2022 - Senior Manager","Experience is really dependent on role, but my pros from my personal experience include good salary, 9 to 5 schedule, great benefits, remote working flexibility and really smart people",Hard to get promoted; employee experience is really dependent on where you sit in the organization and what you work on
4.0,"Current Employee, more than 5 years",Recruiting Analyst,/Reviews/Employee-Review-Accenture-RVW62336498.htm,"Apr 5, 2022 - Recruiting Analyst",none,none
4.0,Current Employee,Best in class,/Reviews/Employee-Review-Accenture-RVW62337380.htm,"Apr 5, 2022 - Associate Director",none,none
4.0,Current Employee,Good First Job,/Reviews/Employee-Review-Accenture-RVW62352855.htm,"Apr 6, 2022 - Analyst",none,none
4.0,"Former Employee, more than 1 year",Great company to begin your career at,/Reviews/Employee-Review-Accenture-RVW62357555.htm,"Apr 6, 2022 - Business Analyst","-Develop great public speaking skills
-Great community and company culture","-Long hours
-Potentially boring projects
-Repetitive work if developing powerpoint decks"
4.0,"Current Employee, more than 1 year",Good work-life balance / size makes promotion slow,/Reviews/Employee-Review-Accenture-RVW62357796.htm,"Apr 6, 2022 - Financial Analyst",none,none
5.0,Current Employee,Headline,/Reviews/Employee-Review-Accenture-RVW61568750.htm,"Mar 22, 2022 - Associate Manager",Pros only pros for this company,Cons no cons for this company
4.0,"Current Employee, more than 1 year",About 1 Year In and It's Been Great,/Reviews/Employee-Review-Accenture-RVW62258093.htm,"Apr 4, 2022 - DIGITAL TRANSFORMATION MANAGER",none,none
2.0,"Former Employee, more than 1 year",Beware of Accenture's corrupt culture,/Reviews/Employee-Review-Accenture-RVW62268517.htm,"Apr 4, 2022 - ",Potential to work with interesting clients,"Accenture's culture allows managing directors to keep their jobs by ""stealing credit"" for other people's work.  l'll explain.  If you are in a practice that has too many people and not enough work, some people will be laid off.  Let's suppose that you've created an opportunity with a new client.  A managing director that needs an engagement to keep occupied will take over the client and purposely abuse you so that you'll quit.  This clears the way for the managing director to replace you with a friend.  This is so common that I witnessed a managing director joke about how another managing director was ""very good"" at ""stealing credit"" for other people's work at a business dinner."
