UserName,Handle,Timestamp,comment,responding,images,Comments,Likes,Retweets
Accenture,@Accenture,2021-11-11T14:00:13.000Z,"Accenture
@Accenture
·
Nov 11, 2021","Thrivers are embracing automation (89%) and industrialization (90%) to free themselves from mundane work and focus on the meaningful. Find out how in our new research. https://accntu.re/3COJ4DX
0:20
687 views
5
12",https://pbs.twimg.com/amplify_video_thumb/1458796659694055437/img/550c_lQfa3mzEF-R.jpg,,5,12
Accenture,@Accenture,2021-11-10T19:00:01.000Z,"Accenture
@Accenture
·
Nov 10, 2021","Most companies score just 52 out of 100 on our index for stakeholder-centric behaviors and practices. 
Find out how yours measures up: https://accntu.re/3k9Croo #Sustainability
ALT
6
30",https://pbs.twimg.com/media/FD2q56YXEAIZ6LT?format=jpg&name=small,,6,30
Accenture Retweeted,@globalcompact,2021-11-10T15:19:34.000Z,"UN Global Compact
@globalcompact
·
Nov 10, 2021","“The whole world, I think, is paying close attention to the activities in this city over these two weeks” – Mr. 
@peterlacy
, Global Sustainability Services Lead & Chief Responsibility Officer at 
@Accenture
. 

#OurOnlyFuture
2
4
11",https://pbs.twimg.com/media/FD14aRzWUAoEDoj?format=png&name=small,2,4,11
Accenture Retweeted,@globalcompact,2021-11-10T15:20:20.000Z,"UN Global Compact
@globalcompact
·
Nov 10, 2021","“Whether already progressing or just getting started, all of us face multi-year journeys to meet our climate goals. As we move forward, we have tremendous opportunities to learn from one another. ” – Ms. 
@JulieSweet
, Chair & CEO of 
@Accenture
. 

#OurOnlyFuture
1
9
23",https://pbs.twimg.com/media/FD14nVkXMAYt4Hz?format=png&name=small,1,9,23
Accenture,@Accenture,2021-11-02T12:00:01.000Z,"Accenture
@Accenture
·
Nov 2, 2021","To reach #netzero by 2025, we’re investing in nature-based carbon removal projects around the . Over the next 20 years, our program promises to physically remove more than 13 million metric tons of carbon. https://accntu.re/3pjjyCO #sustainability
ALT
2
8
21",https://pbs.twimg.com/media/FDL-DhAXsAICnPR?format=jpg&name=small,2,8,21
Accenture Retweeted,@rekha_m_menon,2021-11-02T07:32:12.000Z,"Rekha M Menon
@rekha_m_menon
·
Nov 2, 2021","A key finding from 
@Accenture
 and the United Nations Global Compact's report is that the effects of climate change are now a reality and the pressure to set #NetZero targets is intensifying. #Sustainability 
@globalcompact
  https://forbes.com/sites/sofialottopersio/2021/10/27/ceo-climate-change-extreme-weather-impact-business-supply-chain/?sh=1a85a0db4364… #COP26
forbes.com
CEOs Are Already Seeing The Impact Of Climate Change, Global Survey Finds
Not enough companies are taking robust action, even though pressure to set net-zero targets is intensifying.
1
12
46",https://pbs.twimg.com/card_img/1516142242729271299/WVjiz7pv?format=jpg&name=small,1,12,46
Accenture Retweeted,@BestSchoolPrize,2021-11-01T18:45:33.000Z,"World's Best School Prizes
@BestSchoolPrize
·
Nov 1, 2021","We are proud of our new partnership with 
@Accenture
 for the World’s Best School Prize for Environmental Action!

A thread!  
@peterlacy
 @VikasPota
 @T4EduC
  #COP26
1
10
36",https://pbs.twimg.com/ext_tw_video_thumb/1455240657862381573/pu/img/_qmtv23Il8ljmqdr.jpg,1,10,36
Accenture,@Accenture,2021-11-01T18:00:13.000Z,"Accenture
@Accenture
·
Nov 1, 2021","Meet Dr. Isi—a testimony that you, too, can architect your future in tech at Accenture. Read on to see how you can work like Dr. Isi: https://accntu.re/3jk1pB5 #CareersAZ
0:20
650 views
5
13",https://pbs.twimg.com/media/FDIG6DDXsAcl0ky.jpg,,5,13
Accenture,@Accenture,2021-11-01T16:00:16.000Z,"Accenture
@Accenture
·
Nov 1, 2021","#COP26 represents the world’s last best chance to help build a sustainable future for all. With the right partners, tools, and ideas, we’ll become an unstoppable force. Join us: https://accntu.re/2ZLjPUJ
12
28",https://pbs.twimg.com/amplify_video_thumb/1455202979024416770/img/e2hPljA9XsD3FC_g.jpg,,12,28
Accenture Retweeted,@James_BG,2021-11-01T15:13:58.000Z,"James Murray
@James_BG
·
Nov 1, 2021","Massive new survey of CEOs from 
@Accenture
 and 
@globalcompact
 reveals net zero is basically the new normal, but urgent action needed to give corporates the policy framework to drive decarbonisation. https://businessgreen.com/news/4039558/cop26-ceos-unequivocally-bolder-government-climate-action-net-zero-goals-normal… #COP26
businessgreen.com
COP26: CEOs 'unequivocally call' for bolder government climate action, as net zero goals become new...
Global survey finds just 18 per cent of CEOs think policymakers have given them the clarity they need to meet climate goals
3
33
76",https://pbs.twimg.com/card_img/1518920229346492417/dpp5KWYH?format=jpg&name=small,3,33,76
Accenture,@Accenture,2021-11-01T13:31:00.000Z,"Accenture
@Accenture
·
Nov 1, 2021"," Uncover the possibilities in every direction with 360˚ Value. https://accntu.re/3lfqRJ8 #LetThereBeChange
accenture.com
Experience 360˚ Value
2
10",https://pbs.twimg.com/media/FBBLJ10WQAAOiO9?format=png&name=small,,2,10
Accenture,@Accenture,2021-10-19T15:00:09.000Z,"Accenture
@Accenture
·
Oct 19, 2021"," How can you embed #sustainability and social responsibility into the fabric of your organization?

Here's how to go from having good intentions to delivering on them: https://accntu.re/2YYmNor #BusinessFutures2021
2
26",https://pbs.twimg.com/amplify_video_thumb/1450476843962970118/img/kxE6Mgl3mndXVe8T.jpg,,2,26
Accenture,@Accenture,2021-10-19T13:00:18.000Z,"Accenture
@Accenture
·
Oct 19, 2021","See how companies that reach beyond traditional business goals are leapfrogging their peers by finding value for more stakeholders: https://accntu.re/3vfJjVy
4
20",https://pbs.twimg.com/media/FCEFl7iWYAcA9N2.jpg,,4,20
Accenture,@Accenture,2021-10-18T17:00:07.000Z,"Accenture
@Accenture
·
Oct 18, 2021"," The power of partnerships 

With multiparty systems, companies can gain greater resilience and adaptability to meet changing customer needs. Our #TechVision2021 trend shows how to unlock the potential of ecosystems: https://accntu.re/3p6Q7DO
5
17",https://pbs.twimg.com/amplify_video_thumb/1450144647217651715/img/YT6O2-RGgwcgCroJ.jpg,,5,17
Accenture,@Accenture,2021-10-18T13:00:16.000Z,"Accenture
@Accenture
·
Oct 18, 2021","Meet Joe Depa. His resiliance after loss forged a path to a fulfilling career in applied intelligence. See his story: https://accntu.re/2YRDfGC #CareersAZ
0:19
751 views
3
12",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,,3,12
Accenture Retweeted,@poddersanjay,2021-10-17T14:41:57.000Z,"sanjaypodder
@poddersanjay
·
Oct 17, 2021","Join me with 
@RalphHaupter
 , 
@AndyCWales
 , & the 
@gsfcommunity
  at our 'Achieving a Sustainable Future through Technology' session on Nov 4th to explore the #sustainability impacts of the #cloud and green software. Register here by the 29th! https://accntu.re/3vbIMDX
12
27",https://pbs.twimg.com/media/FB6JTcoVIAgxEVf?format=jpg&name=small,,12,27
Accenture,@Accenture,2021-10-18T09:00:02.000Z,"Accenture
@Accenture
·
Oct 18, 2021"," Uncover value
 Discover new opportunities
 #LetThereBeChange
https://accntu.re/3lfqRJ8
accenture.com
See what's possible with 360˚ Value
4
17",https://pbs.twimg.com/amplify_video_thumb/1445734975064711169/img/D85SQCOAgFkqJCge?format=jpg&name=small,,4,17
Accenture,@Accenture,2021-10-04T10:15:06.000Z,"Accenture
@Accenture
·
Oct 4, 2021","Your burning questions about implementing AI-powered automation—answered. 

Pre-order your copy of The Automation Advantage: https://accntu.re/3D1zSeV
1
3
14",https://pbs.twimg.com/amplify_video_thumb/1444969295977619456/img/RYIJldnVCKmlk52_.jpg,1,3,14
Accenture,@Accenture,2021-10-01T19:00:02.000Z,"Accenture
@Accenture
·
Oct 1, 2021","The pandemic fast-forwarded technology —and there's no sign of stopping .

Here's what's coming next: https://accntu.re/3Fjwuye #TechVision2021
ALT
1
4
11",https://pbs.twimg.com/media/FAorUAHXoAQ6V0K?format=jpg&name=small,1,4,11
Accenture,@Accenture,2021-10-01T13:00:03.000Z,"Accenture
@Accenture
·
Oct 1, 2021","For your weekend listening list! Our #BuiltForChange podcast series features inspiring stories of companies reinventing business as they build it.

 Listen here: https://accntu.re/3mgyfDk
ALT
2
16",https://pbs.twimg.com/media/FAnY7DZXsAI67AL?format=jpg&name=small,,2,16
Accenture,@Accenture,2021-09-30T19:00:04.000Z,"Accenture
@Accenture
·
Sep 30, 2021","There’s a lot of conversation about what work will look like in a post-COVID world. These are the five beliefs about the future of work and why they are flawed: https://accntu.re/3kC656c
3
9
31",https://pbs.twimg.com/media/FAjhuYQXMAc_SnX?format=jpg&name=small,3,9,31
Accenture,@Accenture,2021-09-30T18:06:00.000Z,"Accenture
@Accenture
·
Sep 30, 2021","We're happy to be working with 
@WEF
 to lay the groundwork for a new norm—leadership teams that are purpose-built to deliver #sustainable growth.
World Economic Forum
@wef
 · Sep 25, 2021
How responsible leaders can create sustainable organizations that deliver value and impact for all https://wef.ch/2XWHr7W @accenture #SDIS21
14
54",https://pbs.twimg.com/media/FAFs5P5XoAU23mD?format=png&name=small,,14,54
Accenture,@Accenture,2021-09-30T17:00:07.000Z,"Accenture
@Accenture
·
Sep 30, 2021","Our incredible people follow their purpose to make a lasting impact. Find your next career opportunity and explore our stories of change from A to Z. https://accntu.re/3AF3vCa #CareersAZ
4
25",https://pbs.twimg.com/amplify_video_thumb/1443621666777714689/img/aW2SyaPHwl4AOLW-.jpg,,4,25
Accenture,@Accenture,2021-09-29T15:00:09.000Z,"Accenture
@Accenture
·
Sep 29, 2021","Strategic leaders understand the need to balance #Cloud Continuum ambitions with priorities that keep the business focused. Learn more: https://accntu.re/2XMUbO8
4
23",https://pbs.twimg.com/amplify_video_thumb/1443229086093123586/img/av00dUZ-3Pkv3HS0.jpg,,4,23
Accenture,@Accenture,2021-09-17T12:00:02.000Z,"Accenture
@Accenture
·
Sep 17, 2021","For your weekend listening list! Our #BuiltForChange podcast series features inspiring stories of companies reinventing business as they build it.

 Listen here: https://accntu.re/3lbQtp5
ALT
2
11",https://pbs.twimg.com/media/E_fE7OfXEAcadSM?format=jpg&name=small,,2,11
Accenture,@Accenture,2021-09-16T17:08:01.000Z,"Accenture
@Accenture
·
Sep 16, 2021","What’s driving purchase decisions post-pandemic? Our research reveals 5 rising consumer motivations:
 
  Health & safety 
  Service & personal care 
  Ease and convenience 
  Product origin 
  Trust & reputation 
 
Learn more: https://accntu.re/3hkM5mS #CustomerExperience
ALT
1
4
17",https://pbs.twimg.com/media/E_bB0_mXIAUU3__?format=jpg&name=small,1,4,17
Accenture,@Accenture,2021-09-16T16:00:11.000Z,"Accenture
@Accenture
·
Sep 16, 2021","Sustainability = the new barometer of success. Here's how the #forerunners from growth markets are becoming environmental stewards that benefit all stakeholders: https://accntu.re/3E30fCG
1
10",https://pbs.twimg.com/media/E_ayTZUXMAMwstR.jpg,,1,10
Accenture,@Accenture,2021-09-16T13:10:06.000Z,"Accenture
@Accenture
·
Sep 16, 2021","Our incredible people follow their purpose to make a lasting impact. Find your next career opportunity and explore our stories of change from A to Z. https://accntu.re/2X5BTaY #CareersAZ
0:15
891 views
1
3
15",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,1,3,15
Accenture,@Accenture,2021-09-15T18:00:01.000Z,"Accenture
@Accenture
·
Sep 15, 2021","How can companies make the leap to take the lead? Accelerate tech adoption in 3 key ways. More in our report: https://accntu.re/3z0GI22
ALT
6
15",https://pbs.twimg.com/media/E_WEJCPXEAYLfhr?format=jpg&name=small,,6,15
Accenture,@Accenture,2021-09-15T16:00:11.000Z,"Accenture
@Accenture
·
Sep 15, 2021","What are the seven key trends shaping the future of business, tech and design? Find them in our #FjordTrends report: https://accntu.re/2XhWAQK
8
17",https://pbs.twimg.com/media/E_VotmlXEAcDURV.jpg,,8,17
Accenture,@Accenture,2021-09-15T14:08:12.000Z,"Accenture
@Accenture
·
Sep 15, 2021","Equity is not only important, it’s also good for the bottom line. Hear how representation in sports, music, advertising, entertainment translates to good business: https://accntu.re/38VPsvN
3
16",https://pbs.twimg.com/amplify_video_thumb/1438142563056242688/img/8FCwFthR2AqZfKBU.jpg,,3,16
Accenture,@Accenture,2021-09-01T12:00:01.000Z,"Accenture
@Accenture
·
Sep 1, 2021","Some will watch the world change. 
Some will lead it. 

#TechVision2021: Leaders wanted. https://accntu.re/3ynD9m7
ALT
3
15",https://pbs.twimg.com/media/E-MrfKJWUAUmGuB?format=jpg&name=small,,3,15
Accenture,@Accenture,2021-08-31T16:02:07.000Z,"Accenture
@Accenture
·
Aug 31, 2021","A #Cloud Continuum strategy can help you realize your business potential. Read our recent report and bring our vision to life: https://accntu.re/2WG1abl
7
26",https://pbs.twimg.com/amplify_video_thumb/1432735434690420737/img/6JdOsvuKsd1oGKo5.jpg,,7,26
Accenture,@Accenture,2021-08-31T05:00:02.000Z,"Accenture
@Accenture
·
Aug 31, 2021","How can we enable Smart Work Anywhere? Test low-fi solutions that focus on culture and responsibility across physical and digital spaces. https://accntu.re/3ymk8AK
ALT
2
2
27",https://pbs.twimg.com/media/E-GBxIFXsAk--Ql?format=jpg&name=small,2,2,27
Accenture,@Accenture,2021-08-30T16:00:01.000Z,"Accenture
@Accenture
·
Aug 30, 2021","Traditional roles for spaces have been overturned, as have long-established behavioral patterns. How—and what—do brands need to do to adapt? https://accntu.re/3gFKgjZ #FjordTrends
ALT
2
15",https://pbs.twimg.com/media/E-DPPVaWEAYbWim?format=jpg&name=small,,2,15
Accenture,@Accenture,2021-08-30T15:20:15.000Z,"Accenture
@Accenture
·
Aug 30, 2021","Price and quality still matter, but today’s global consumers have new motivations to consider. Our report shows how brands can speak to the values of “Reimagined” consumers—or risk losing them. https://accntu.re/3jDMVNs #CustomerExperience
4
20",https://pbs.twimg.com/media/E-DGIgxWUAQBYeT.png,,4,20
Accenture,@Accenture,2021-08-30T14:33:09.000Z,"Accenture
@Accenture
·
Aug 30, 2021"," More orders
 Smaller footprint
 Less waste

See how companies are breaking the physical limits of their supply chains and enabling more effective order fulfillment: https://accntu.re/3ytho4u #BusinessFutures2021
3
13",https://pbs.twimg.com/amplify_video_thumb/1432350659903475721/img/67gdIJTcjTJ4tsYV.jpg,,3,13
Accenture,@Accenture,2021-08-26T17:52:00.000Z,"Accenture
@Accenture
·
Aug 26, 2021","Sustainable development drives resilience and unlocks value for both businesses and society. Our new report shares 3 key investment areas for competitiveness and future success. https://accntu.re/3DeJBjc https://accntu.re/3DeJBjc
6
22",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,,6,22
Accenture,@Accenture,2021-08-26T15:08:34.000Z,"Accenture
@Accenture
·
Aug 26, 2021","What are the seven key trends shaping the future of business, tech and design? Find them in our #FjordTrends report: https://accntu.re/3kbtdHl
6
25",https://pbs.twimg.com/media/E9udGPzXsAAEphu.jpg,,6,25
Accenture,@Accenture,2021-08-17T14:02:01.000Z,"Accenture
@Accenture
·
Aug 17, 2021","Some will watch the world change. 
Some will lead it. 

#TechVision2021: Leaders wanted. https://accntu.re/37AwYQK
ALT
5
19",https://pbs.twimg.com/media/E8_3j4jXMAQ-gQr?format=jpg&name=small,,5,19
Accenture,@Accenture,2021-08-16T18:00:01.000Z,"Accenture
@Accenture
·
Aug 16, 2021","“Reimagined” consumers are ready to abandon brands that don’t support their evolving values—and pay more for those that do.

Our new report reveals what matters most: https://accntu.re/2UmEXxP #CustomerExperience #BrandLoyalty
accenture.com
Changing Consumer Motivations & Expectations | Accenture
Accenture identifies top trends in consumer expectations & buying behavior, as shifting priorities impact preferences, motivations & shopping habits. Read more.
1
4
12",https://pbs.twimg.com/card_img/1517047070619672576/czM5a4Yb?format=jpg&name=small,1,4,12
Accenture,@Accenture,2021-08-16T15:00:02.000Z,"Accenture
@Accenture
·
Aug 16, 2021","How can organizations make sense of today's new realities and successfully navigate the path forward? Start here: https://accntu.re/3m8A4Eg #BusinessFutures2021
ALT
19
4
24",https://pbs.twimg.com/media/E867QCJXIAAzTjk?format=jpg&name=small,19,4,24
Accenture,@Accenture,2021-08-16T11:00:01.000Z,"Accenture
@Accenture
·
Aug 16, 2021","Designing a future work experience for positive behavior change means an employee/employer relationship built on trust and inclusiveness. Here’s how to reset the boundaries. https://accntu.re/3fY4rci
2
9
30",https://pbs.twimg.com/media/E86EUR9X0AcbmPV?format=jpg&name=small,2,9,30
Accenture,@Accenture,2021-08-13T15:43:12.000Z,"Accenture
@Accenture
·
Aug 13, 2021","Our new report reveals 4 key tenets Continuum Competitors share to unleash competitiveness on the #cloud: https://accntu.re/3iFb6de
6
16",https://pbs.twimg.com/amplify_video_thumb/1426207671036809219/img/H0hSv9BHtz2-iLUs.jpg,,6,16
Accenture,@Accenture,2021-08-12T18:00:07.000Z,"Accenture
@Accenture
·
Aug 12, 2021"," Businesses are using data analytics and #AI to shape strategies that anticipate the future. 

See how in our #BusinessFutures2021 report: https://accntu.re/3k2ckPx
1
7
28",https://pbs.twimg.com/amplify_video_thumb/1425879762594115589/img/Wz6N5hOAOAzydFBV.jpg,1,7,28
Accenture,@Accenture,2021-08-12T16:47:29.000Z,"Accenture
@Accenture
·
Aug 12, 2021","Historically, grief hasn't had a space in typical workplace conversations—but, as our 
@RahulVarma
 shares, it's time for that to change.
Rahul Varma
@rahulvarma123
 · Aug 9, 2021
Check out my latest article: Healing conversations at work (and why we need them) https://linkedin.com/pulse/healing-conversations-work-why-we-need-them-rahul-varma… via @LinkedIn
3
19",https://pbs.twimg.com/profile_images/724950363246329856/RkO2JPGN_mini.jpg,,3,19
Accenture,@Accenture,2021-08-12T14:00:14.000Z,"Accenture
@Accenture
·
Aug 12, 2021","While 9 out of 10 companies are lagging in the race to prepare for the future, a few are going the distance. Meet the #Forerunners: https://accntu.re/3imPAdb
1
1
14",https://pbs.twimg.com/media/E8mHMKaVIAcutYP.jpg,1,1,14
Accenture,@Accenture,2021-07-29T17:00:19.000Z,"Accenture
@Accenture
·
Jul 29, 2021","Price and quality still matter, but today’s global consumers have new motivations to consider. Our report shows how brands can speak to the values of “Reimagined” consumers—or risk losing them. https://accntu.re/3rrvtxz #CX
1
5",https://pbs.twimg.com/amplify_video_thumb/1420791251947991042/img/I2rcW0DTHDW2lDoM.jpg,,1,5
Accenture,@Accenture,2021-07-29T13:08:01.000Z,"Accenture
@Accenture
·
Jul 29, 2021","Some will watch the world change. 
Some will lead it. 

#TechVision2021: Leaders wanted. https://accntu.re/3eM8lop
ALT
3
10",https://pbs.twimg.com/media/E7d0_uDXMAIoAUR?format=jpg&name=small,,3,10
Accenture,@Accenture,2021-07-28T18:00:00.000Z,"Accenture
@Accenture
·
Jul 28, 2021","What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://accntu.re/3iBhKA1
accenture.com
4 Keys to Cloud Continuum Success | Accenture
Accenture outlines how the cloud continuum creates a seamless technology and capability foundation that leads to cloud success. Read more.
2
5",https://pbs.twimg.com/card_img/1517200435962351616/DMTSwiVM?format=jpg&name=small,,2,5
Accenture,@Accenture,2021-07-28T17:00:01.000Z,"Accenture
@Accenture
·
Jul 28, 2021","What’s driving purchase decisions post-pandemic? Our research reveals 5 rising consumer motivations:
 
  Health & safety 
  Service & personal care 
  Ease and convenience 
  Product origin 
  Trust & reputation 
 
Learn more: https://accntu.re/3Bziw9g #CustomerExperience
ALT
1
4
11",https://pbs.twimg.com/media/E7ZggUuWEAEVcfp?format=jpg&name=small,1,4,11
Accenture,@Accenture,2021-07-28T14:00:13.000Z,"Accenture
@Accenture
·
Jul 28, 2021","Becoming a #BusinessOfExperience requires a mindset shift with a holistic focus on the full customer journey to drive growth. https://accntu.re/3iBWTww.
2
9",https://pbs.twimg.com/media/E7Y3WeWX0AU1Xkm.jpg,,2,9
Accenture,@Accenture,2021-07-28T12:30:01.000Z,"Accenture
@Accenture
·
Jul 28, 2021","Every time customers interact with you, they bring a purpose, problem or need. Are you prepared to deliver? https://accntu.re/3f48inT #BusinessOfExperience #AI
1
3
21",https://pbs.twimg.com/media/E7YitM3XMAAuU04?format=jpg&name=small,1,3,21
Accenture,@Accenture,2021-07-27T19:02:00.000Z,"Accenture
@Accenture
·
Jul 27, 2021","Trust values are powerful enough to influence brand switching and willingness to spend more on brands that align to customers' shared values. Our research explains 5 motivators that matter to consumers when doing business with brands. Via 
@Forbes
forbes.com
Integrity Is Becoming The Most Powerful Product Attribute In Food. No Greenwashing Here.
Trust appears to be the prevailing priority for businesses of all sizes across a variety of industry segments. In the food business there's no hiding from the ingredients label however brand values...
5
19",https://pbs.twimg.com/card_img/1516972569559281666/vEfd5DyV?format=jpg&name=small,,5,19
Accenture,@Accenture,2021-07-07T15:15:01.000Z,"Accenture
@Accenture
·
Jul 7, 2021","What’s driving purchase decisions post-pandemic? Our research reveals 5 rising consumer motivations:
 
  Health & safety 
  Service & personal care 
  Ease and convenience 
  Product origin 
  Trust & reputation 
 
Learn more: https://accntu.re/3qIuo47 #CustomerExperience
ALT
2
13",https://pbs.twimg.com/media/E5s_FpeXIAMhr0F?format=jpg&name=small,,2,13
Accenture,@Accenture,2021-07-06T18:11:02.000Z,"Accenture
@Accenture
·
Jul 6, 2021","Companies are leaping ahead of their peers by reframing their mindset toward innovation. More in our report: https://accntu.re/3vYuDZv #DigitalTransformation
ALT
1
4
12",https://pbs.twimg.com/media/E5odx-TXwAIe0X-?format=jpg&name=small,1,4,12
Accenture,@Accenture,2021-07-06T14:00:00.000Z,"Accenture
@Accenture
·
Jul 6, 2021","“In the #BusinessOfExperience, you begin with what the customer values.”

 
@MircoHering
 shares why putting people at the center is simple—yet radical: https://accntu.re/3dvG5FL #BuiltForChange
medium.accenture.com
What connects Agile and DevOps to customer experience?
I love a good podcast. And, as a global transformation leader, I know I should deliberately make the time for new ideas — but as a father…
2
2
11",https://pbs.twimg.com/card_img/1517202421155770368/16thu-EU?format=jpg&name=small,2,2,11
Accenture,@Accenture,2021-07-05T17:00:00.000Z,"Accenture
@Accenture
·
Jul 5, 2021","We surveyed 2,650 C-suite executives,
tapped into 400+ researchers
and leveraged research methods like data science…

...to uncover key Signals to help business leaders navigate what's next. Introducing the #BusinessFutures2021 report: https://accntu.re/3qmiUTs
1
3
28",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,1,3,28
Accenture,@Accenture,2021-07-05T14:00:12.000Z,"Accenture
@Accenture
·
Jul 5, 2021","See how companies that reach beyond traditional business goals are leapfrogging their peers by finding value for more stakeholders: https://accntu.re/3gfUJmi
0:15
1,032 views
1
2
15",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,1,2,15
Accenture,@Accenture,2021-07-02T18:02:01.000Z,"Accenture
@Accenture
·
Jul 2, 2021","For your weekend listening list! Our #BuiltForChange podcast series features inspiring stories of companies reinventing business as they build it.

 Listen here: https://accntu.re/3dbOy0K
ALT
1
4
12",https://pbs.twimg.com/media/E5T1XBIWQAg3ngg?format=jpg&name=small,1,4,12
Accenture,@Accenture,2021-07-02T14:13:21.000Z,"Accenture
@Accenture
·
Jul 2, 2021","When you see value in every direction, you add value in every direction. https://accntu.re/3waGO5B #LetThereBeChange
accenture.com
Find 360° Value
2
7
9",https://pbs.twimg.com/media/E5S5M8mXMAU51vU?format=jpg&name=small,2,7,9
Accenture Retweeted,@mobileworldlive,2021-07-01T12:30:06.000Z,"Mobile World Live
@mobileworldlive
·
Jul 1, 2021","Annette Rippert, Group Chief Executive – Strategy & Consulting, 
@Accenture
, discusses the biggest trends she sees impacting the #mobile industry, how the pandemic has impacted business & consumers, and how we can best support their changed & changing needs https://mobileworldlive.com/latest-stories/special-report-accenture…
1
4
11",https://pbs.twimg.com/ext_tw_video_thumb/1410575202443014149/pu/img/ioapLH6IlHns5Efc.jpg,1,4,11
Accenture,@Accenture,2021-06-15T16:34:01.000Z,"Accenture
@Accenture
·
Jun 15, 2021","Traditional roles for spaces have been overturned, as have long-established behavioral patterns. How—and what—do brands need to do to adapt? https://accntu.re/3veKwuH #FjordTrends
ALT
2
2
15",https://pbs.twimg.com/media/E37-MLZWUAEhlZz?format=jpg&name=small,2,2,15
Accenture,@Accenture,2021-06-14T16:00:13.000Z,"Accenture
@Accenture
·
Jun 14, 2021","Human care is finding its way to the  of how businesses operate. Explore how the #Forerunners are embracing people-centric approaches: https://accntu.re/3iwzcaJ
2
6
17",https://pbs.twimg.com/media/E32s3IUXEAMIDEO.jpg,2,6,17
Accenture,@Accenture,2021-06-14T13:04:21.000Z,"Accenture
@Accenture
·
Jun 14, 2021","We're excited to announce that we will be welcoming umlaut to our #IndustryX family. Together, we’ll help clients apply the power of data and digital to the way products are designed, engineered and manufactured. https://accntu.re/35wWVjn #industry40 #IIoT
newsroom.accenture.com
Accenture is acquiring engineering consulting and services firm umlaut to expand its Industry X...
Accenture is acquiring engineering consulting and services firm umlaut to expand its Industry X services
3
14
48",https://pbs.twimg.com/card_img/1516838294356512769/a0MnDFc_?format=jpg&name=small,3,14,48
Accenture,@Accenture,2021-06-11T17:31:33.000Z,"Accenture
@Accenture
·
Jun 11, 2021","Becoming a #BusinessOfExperience requires a mindset shift with a holistic focus on the full customer journey to drive growth. https://accntu.re/3pJAIHW.
0:18
1,104 views
1
4
22",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,1,4,22
Accenture,@Accenture,2021-06-11T14:00:07.000Z,"Accenture
@Accenture
·
Jun 11, 2021","This #PrideMonth, we remember that Pride is much more than a celebration. Discover what Pride means at Accenture: https://accntu.re/3fZxFIq
1
15
40",https://pbs.twimg.com/amplify_video_thumb/1403351315980357633/img/MkSRBezlp2DmLREv.jpg,1,15,40
Accenture,@Accenture,2021-06-10T15:01:02.000Z,"Accenture
@Accenture
·
Jun 10, 2021","The pandemic accelerated technology adoption at light speed —and served as a wake-up call for many companies to focus on faster transformation. 

More in ep. 2 of our podcast, #BuiltForChange : https://accntu.re/3cw2Dpj #TechVision2021 
@pauldaugh
ALT
2
5
23",https://pbs.twimg.com/media/E3h49KzUYAAFg3B?format=jpg&name=small,2,5,23
Accenture,@Accenture,2021-06-10T12:00:21.000Z,"Accenture
@Accenture
·
Jun 10, 2021"," The essential radar every leader needs to see and seize the future. Introducing our #BusinessFutures2021 report: https://accntu.re/352qedj
1
6
34",https://pbs.twimg.com/media/E3hPmvYXMAAf_vf.jpg,1,6,34
Accenture,@Accenture,2021-05-20T14:00:07.000Z,"Accenture
@Accenture
·
May 20, 2021","While 9 out of 10 companies are lagging in the race to prepare for the future, a few are going the distance. Meet the growth market's #Forerunners: https://accntu.re/33wDmGR
5
19",https://pbs.twimg.com/media/E11hoSjWYAUQBFK.jpg,,5,19
Accenture Retweeted,@MSCloud,2021-05-19T16:00:11.000Z,"Microsoft Cloud
@MSCloud
·
May 19, 2021","Join 
@Accenture
 CEO 
@JulieSweet
 and other business leaders for a conversation on digital transformation at #Envision on June 15: https://msft.it/6012VaboG
1
42
63",https://pbs.twimg.com/media/E1wzhb0WUAMsDVA.jpg,1,42,63
Accenture,@Accenture,2021-05-19T15:34:01.000Z,"Accenture
@Accenture
·
May 19, 2021","Traditional roles for spaces have been overturned, as have long-established behavioral patterns. How—and what—do brands need to do to adapt? https://accntu.re/3eWLd79 #FjordTrends
ALT
1
6
19",https://pbs.twimg.com/media/E1wtiCjWUAAVJSk?format=jpg&name=small,1,6,19
Accenture,@Accenture,2021-05-19T13:41:13.000Z,"Accenture
@Accenture
·
May 19, 2021"," No matter what kind of first you hope to achieve for your business, #CloudFirst helps you get to value first : https://accntu.re/3hod9Ch
0:14
841 views
1
3
18",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,1,3,18
